"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","occurrenceRemarks","informationWithheld","reproductiveCondition","identificationRemarks","name","elevation","institutionKey","recordNumber","habitat","http...unknown.org.recordID","county","locality","rights","startDayOfYear","collectionID","higherClassification","sex","otherCatalogNumbers","ownerInstitutionCode","georeferenceSources","http...unknown.org.recordEnteredBy","associatedTaxa","continent","institutionID","language","type","georeferenceRemarks","verbatimElevation","collectionKey","preparations","individualCount","georeferencedBy","disposition","nomenclaturalStatus","nomenclaturalCode","bibliographicCitation","elevationAccuracy","endDayOfYear","establishmentMeans","associatedReferences","taxonRemarks","higherGeographyID","vernacularName","acceptedNameUsageID","nameAccordingToID","municipality","networkKeys","datasetID","locationAccordingTo","previousIdentifications","locationRemarks","fieldNumber","identificationVerificationStatus","georeferencedDate","higherGeography","georeferenceProtocol","georeferenceVerificationStatus","footprintWKT","verbatimCoordinateSystem","organismID","identificationQualifier","accessRights","dynamicProperties","eventRemarks","projectId","depth","depthAccuracy","namePublishedInYear","nameAccordingTo","acceptedNameUsage","locationID","parentNameUsage","dataGeneralizations"
"1","3455667977","Quercus douglasii Hook. & Arn.",34.538833,-119.784088,"cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-10-01T01:08:16.676+00:00","2022-10-01T05:33:18.164+00:00",319,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2878266,6,7707728,220,1354,4689,2877951,2878266,2878266,"Quercus douglasii Hook. & Arn.","Plantae","Tracheophyta","Fagales","Fagaceae","Quercus","Quercus douglasii","Quercus","douglasii","SPECIES","ACCEPTED","LC","2022-01-09T18:28:04",200,"California",2022,1,7,"2022-01-07T11:49:36","2022-01-09T20:09:42.000+00:00","2022-10-01T05:33:18.164+00:00","https://www.inaturalist.org/observations/104655010","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"iNaturalist research-grade observations","ianrhodes","ianrhodes","WGS84","Magnoliopsida","US","United States of America","ianrhodes","104655010","ianrhodes","Fri Jan 07 2022 11:49:36 GMT-0800 (PST)","Observations","3455667977","Los Padres National Forest, Santa Barbara, CA, US","https://www.inaturalist.org/observations/104655010","49009","104655010","iNaturalist","11:49:36-10:00","wild","230619950",NA,NA,NA,NA,"Quercus douglasii Hook. & Arn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
